model,date,n_universe,pool_up_count,pool_down_count,sel_up_count,sel_down_count,up_dir_acc_5d,sel_up_avg_ret_5d,down_dir_acc_5d,sel_down_avg_ret_5d,smcr_up_1pct_pool,smcr_up_1pct_sel,smcr_down_1pct_pool,smcr_down_1pct_sel,n_strong_up_1pct,n_strong_down_1pct,smcr_up_2pct_pool,smcr_up_2pct_sel,smcr_down_2pct_pool,smcr_down_2pct_sel,n_strong_up_2pct,n_strong_down_2pct,smcr_up_3pct_pool,smcr_up_3pct_sel,smcr_down_3pct_pool,smcr_down_3pct_sel,n_strong_up_3pct,n_strong_down_3pct,top1_up_capture,top3_up_capture,top5_up_capture,top1_down_capture,top3_down_capture,top5_down_capture,pool_precision_up,pool_precision_down,sel_precision_up,sel_precision_down,sel_lift_up,sel_up_avg_mfe,sel_up_avg_mae,sel_up_avg_ret_1d,sel_up_avg_ret_3d,regime,n_iios_signals
MODEL_B,2021-11-11,202,20,20,6,6,0.3333333333333333,-1.0548333333333335,0.5,1.7538333333333334,0.16279069767441862,0.046511627906976744,0.10317460317460317,0.023809523809523808,43,126,0.15625,0.0625,0.10869565217391304,0.010869565217391304,32,92,0.19230769230769232,0.07692307692307693,0.09210526315789473,0.013157894736842105,26,76,0,0,0,0,0,0,0.25,0.5,0.3333333333333333,0.16666666666666666,2.1041666666666665,3.8474999999999997,-3.8274499999999994,0.36719999999999997,0.13913333333333322,SIDEWAYS,29
MODEL_C,2021-11-11,202,20,20,6,6,0.5,2.432283333333334,0.5,2.4685,0.11627906976744186,0.06976744186046512,0.10317460317460317,0.023809523809523808,43,126,0.125,0.09375,0.11956521739130435,0.021739130434782608,32,92,0.15384615384615385,0.11538461538461539,0.10526315789473684,0.02631578947368421,26,76,1,1,2,0,0,0,0.2,0.55,0.5,0.3333333333333333,3.15625,10.36145,-3.2209833333333333,1.2365833333333331,2.8015666666666665,SIDEWAYS,29
MODEL_A,2021-11-12,202,20,0,6,0,0.5,0.004183333333333279,,,0.2222222222222222,0.1111111111111111,0.0,0.0,18,166,0.1875,0.0625,0.0,0.0,16,155,0.15384615384615385,0.07692307692307693,0.0,0.0,13,135,0,0,0,0,0,0,0.15,0.0,0.16666666666666666,0.0,2.1041666666666665,7.77405,-3.1081999999999996,0.4356999999999999,3.5687166666666665,SIDEWAYS,26
MODEL_B,2021-11-12,202,20,20,6,6,0.6666666666666666,0.5515166666666665,0.5,-0.6646333333333333,0.2222222222222222,0.16666666666666666,0.08433734939759036,0.018072289156626505,18,166,0.1875,0.125,0.07741935483870968,0.012903225806451613,16,155,0.15384615384615385,0.15384615384615385,0.07407407407407407,0.014814814814814815,13,135,0,0,0,0,0,0,0.15,0.6,0.3333333333333333,0.3333333333333333,4.208333333333333,8.136750000000001,-3.0987333333333336,0.45781666666666654,3.2016333333333336,SIDEWAYS,26
MODEL_C,2021-11-12,202,20,20,6,6,0.8333333333333334,1.6706166666666666,0.3333333333333333,0.51175,0.2222222222222222,0.2222222222222222,0.08433734939759036,0.012048192771084338,18,166,0.1875,0.1875,0.08387096774193549,0.012903225806451613,16,155,0.15384615384615385,0.15384615384615385,0.08148148148148149,0.014814814814814815,13,135,0,0,0,0,0,0,0.15,0.65,0.5,0.3333333333333333,6.3125,9.309299999999999,-2.5382166666666666,0.8987666666666665,3.6652666666666662,SIDEWAYS,26
MODEL_A,2021-11-15,203,12,0,6,0,0.3333333333333333,-1.1571166666666668,,,0.13043478260869565,0.043478260869565216,0.0,0.0,23,156,0.16666666666666666,0.05555555555555555,0.0,0.0,18,130,0.21428571428571427,0.07142857142857142,0.0,0.0,14,103,0,0,1,0,0,0,0.25,0.0,0.16666666666666666,0.0,1.8796296296296295,3.5193333333333334,-5.35455,0.033316666666666696,-1.091,SIDEWAYS,12
MODEL_B,2021-11-15,203,20,20,6,6,0.5,-0.17308333333333328,0.5,2.265433333333333,0.30434782608695654,0.08695652173913043,0.08333333333333333,0.019230769230769232,23,156,0.3333333333333333,0.05555555555555555,0.07692307692307693,0.015384615384615385,18,130,0.2857142857142857,0.07142857142857142,0.08737864077669903,0.019417475728155338,14,103,0,0,1,0,0,0,0.3,0.5,0.16666666666666666,0.3333333333333333,1.8796296296296295,3.17935,-5.538566666666667,-0.3984666666666666,-1.7994,SIDEWAYS,12
MODEL_C,2021-11-15,203,20,20,6,6,0.6666666666666666,1.817516666666667,0.5,0.029416666666666574,0.2608695652173913,0.13043478260869565,0.07692307692307693,0.019230769230769232,23,156,0.2777777777777778,0.16666666666666666,0.06153846153846154,0.023076923076923078,18,130,0.2857142857142857,0.21428571428571427,0.06796116504854369,0.02912621359223301,14,103,0,0,2,0,0,0,0.25,0.4,0.5,0.5,5.638888888888888,6.158650000000001,-3.9365166666666664,0.8524833333333337,1.341783333333333,SIDEWAYS,12
MODEL_A,2021-11-16,203,18,0,6,0,0.6666666666666666,1.02435,,,0.2,0.1,0.0,0.0,30,150,0.2631578947368421,0.10526315789473684,0.0,0.0,19,132,0.3076923076923077,0.15384615384615385,0.0,0.0,13,108,0,1,2,0,0,0,0.2777777777777778,0.0,0.3333333333333333,0.0,3.56140350877193,6.4249833333333335,-4.410583333333333,2.1050666666666666,-1.98565,SIDEWAYS,18
MODEL_B,2021-11-16,203,20,20,6,6,0.3333333333333333,-2.6267666666666667,0.3333333333333333,0.8256166666666664,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.013333333333333334,30,150,0.3157894736842105,0.05263157894736842,0.07575757575757576,0.015151515151515152,19,132,0.38461538461538464,0.07692307692307693,0.08333333333333333,0.018518518518518517,13,108,0,0,1,0,0,0,0.3,0.5,0.16666666666666666,0.3333333333333333,1.780701754385965,4.507383333333333,-6.0436499999999995,1.2572999999999999,-3.4982,SIDEWAYS,18
