trading_date,model,direction,n_selected,dir_acc,ge2_rate,ge3_rate,avg_fav,avg_mfe,avg_mae,fp_rate,regime
2026-06-24,C2_Top5,DOWN,5,1.0,0.8,0.8,3.2915,3.7355,-1.1014,0.0,RANGE
2026-06-24,C2_Top6,DOWN,6,0.8333,0.6667,0.6667,3.2915,3.7684,-0.7028,0.0,RANGE
2026-06-24,C3_Top5,DOWN,5,0.6,0.6,0.4,3.7844,2.6797,0.7709,0.2,RANGE
2026-06-24,C4_Top5,DOWN,5,0.8,0.6,0.6,2.9381,3.538,-0.4789,0.0,RANGE
2026-06-24,C5_Top5,DOWN,5,1.0,0.8,0.8,3.2915,3.7355,-1.1014,0.0,RANGE
2026-06-24,Random_5,DOWN,5,0.6,0.2,0.2,1.8735,1.0454,1.3453,0.2,RANGE
2026-06-25,V3_20,UP,20,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,A_V3_Top5,UP,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,A_V3_Top6,UP,6,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C1_Top5,UP,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C1_Top6,UP,6,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C2_Top5,UP,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C2_Top6,UP,6,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C3_Top5,UP,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C4_Top5,UP,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C5_Top5,UP,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,Random_5,UP,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,V3_20,DOWN,20,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,A_V3_Top5,DOWN,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,A_V3_Top6,DOWN,6,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C1_Top5,DOWN,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C1_Top6,DOWN,6,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C2_Top5,DOWN,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C2_Top6,DOWN,6,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C3_Top5,DOWN,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C4_Top5,DOWN,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,C5_Top5,DOWN,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-25,Random_5,DOWN,5,0.0,0.0,0.0,,0.0,0.0,0.0,RANGE
2026-06-29,V3_20,UP,20,0.65,0.1,0.0,1.001,1.2074,1.6244,0.15,RANGE
2026-06-29,A_V3_Top5,UP,5,1.0,0.2,0.0,1.0173,1.9394,2.0051,0.0,RANGE
2026-06-29,A_V3_Top6,UP,6,1.0,0.1667,0.0,1.0377,1.8616,1.8409,0.0,RANGE
2026-06-29,C1_Top5,UP,5,1.0,0.4,0.0,1.1603,2.1593,1.2093,0.0,RANGE
2026-06-29,C1_Top6,UP,6,1.0,0.3333,0.0,1.1153,2.0812,1.0454,0.0,RANGE
2026-06-29,C2_Top5,UP,5,1.0,0.0,0.0,0.4466,1.3985,1.3792,0.0,RANGE
2026-06-29,C2_Top6,UP,6,1.0,0.0,0.0,0.5206,1.4473,1.1869,0.0,RANGE
2026-06-29,C3_Top5,UP,5,1.0,0.2,0.0,1.0173,1.9394,2.0051,0.0,RANGE
2026-06-29,C4_Top5,UP,5,1.0,0.4,0.0,1.1603,2.1593,1.2093,0.0,RANGE
2026-06-29,C5_Top5,UP,5,1.0,0.0,0.0,0.4466,1.3985,1.3792,0.0,RANGE
2026-06-29,Random_5,UP,5,0.6,0.2,0.0,1.1321,1.3982,2.5193,0.2,RANGE
2026-06-29,V3_20,DOWN,20,0.55,0.1,0.0,1.2592,1.2363,1.8746,0.3,RANGE
2026-06-29,A_V3_Top5,DOWN,5,0.4,0.0,0.0,1.0322,0.45,3.8813,0.4,RANGE
2026-06-29,A_V3_Top6,DOWN,6,0.5,0.0,0.0,0.7176,0.4522,3.3797,0.3333,RANGE
2026-06-29,C1_Top5,DOWN,5,0.6,0.4,0.0,2.1204,1.9217,1.3264,0.4,RANGE
2026-06-29,C1_Top6,DOWN,6,0.6667,0.3333,0.0,1.9242,1.9821,1.0673,0.3333,RANGE
2026-06-29,C2_Top5,DOWN,5,0.8,0.2,0.0,1.5364,2.2853,0.1618,0.2,RANGE
2026-06-29,C2_Top6,DOWN,6,0.6667,0.1667,0.0,1.5364,1.9044,0.8052,0.3333,RANGE
2026-06-29,C3_Top5,DOWN,5,0.4,0.0,0.0,1.0322,0.45,3.8813,0.4,RANGE
2026-06-29,C4_Top5,DOWN,5,0.6,0.4,0.0,2.1204,1.9217,1.3264,0.4,RANGE
2026-06-29,C5_Top5,DOWN,5,0.8,0.2,0.0,1.5364,2.2853,0.1618,0.2,RANGE
2026-06-29,Random_5,DOWN,5,0.2,0.0,0.0,0.9508,0.2042,4.1949,0.6,RANGE
2026-06-30,V3_20,UP,20,0.45,0.2,0.2,2.4073,2.3827,1.3121,0.25,RANGE
2026-06-30,A_V3_Top5,UP,5,0.4,0.2,0.2,2.8883,2.4975,1.6854,0.4,RANGE
2026-06-30,A_V3_Top6,UP,6,0.3333,0.1667,0.1667,2.8883,2.3116,1.7846,0.5,RANGE
2026-06-30,C1_Top5,UP,5,0.4,0.4,0.4,4.3459,3.4326,0.8336,0.4,RANGE
2026-06-30,C1_Top6,UP,6,0.3333,0.3333,0.3333,4.3459,3.1833,0.833,0.3333,RANGE
2026-06-30,C2_Top5,UP,5,0.4,0.4,0.4,4.431,3.1479,0.8922,0.4,RANGE
2026-06-30,C2_Top6,UP,6,0.5,0.5,0.5,4.1904,3.765,0.6772,0.3333,RANGE
2026-06-30,C3_Top5,UP,5,0.4,0.2,0.2,2.8883,2.4975,1.6854,0.4,RANGE
2026-06-30,C4_Top5,UP,5,0.4,0.4,0.4,4.3459,3.4326,0.8336,0.4,RANGE
2026-06-30,C5_Top5,UP,5,0.4,0.4,0.4,4.431,3.1479,0.8922,0.4,RANGE
2026-06-30,Random_5,UP,5,0.2,0.2,0.2,5.3539,3.1336,1.7418,0.6,RANGE
2026-06-30,V3_20,DOWN,20,0.6,0.2,0.1,2.7683,2.2154,0.8032,0.0,RANGE
2026-06-30,A_V3_Top5,DOWN,5,1.0,0.2,0.2,1.5614,2.5386,0.8507,0.0,RANGE
2026-06-30,A_V3_Top6,DOWN,6,0.8333,0.1667,0.1667,1.5614,2.1725,1.0036,0.0,RANGE
2026-06-30,C1_Top5,DOWN,5,1.0,0.6,0.4,5.1066,5.5434,-1.1303,0.0,RANGE
2026-06-30,C1_Top6,DOWN,6,1.0,0.5,0.3333,4.2818,4.7105,-0.5573,0.0,RANGE
2026-06-30,C2_Top5,DOWN,5,0.8,0.6,0.4,6.4141,5.5552,-1.4492,0.0,RANGE
2026-06-30,C2_Top6,DOWN,6,0.8333,0.5,0.3333,5.3483,4.8541,-0.9626,0.0,RANGE
2026-06-30,C3_Top5,DOWN,5,1.0,0.4,0.4,4.7159,5.6761,-1.3595,0.0,RANGE
2026-06-30,C4_Top5,DOWN,5,1.0,0.6,0.4,5.1066,5.5434,-1.1303,0.0,RANGE
2026-06-30,C5_Top5,DOWN,5,0.8,0.6,0.4,6.4141,5.5552,-1.4492,0.0,RANGE
2026-06-30,Random_5,DOWN,5,0.6,0.4,0.2,2.509,1.7867,1.2066,0.0,RANGE
2026-07-01,V3_20,UP,20,0.7,0.25,0.2,3.032,2.7621,0.7746,0.15,RANGE
2026-07-01,A_V3_Top5,UP,5,1.0,0.8,0.6,6.2832,6.6751,0.126,0.0,RANGE
2026-07-01,A_V3_Top6,UP,6,1.0,0.6667,0.5,5.3134,5.765,0.2156,0.0,RANGE
2026-07-01,C1_Top5,UP,5,1.0,0.6,0.6,6.1177,6.6513,0.0298,0.0,RANGE
2026-07-01,C1_Top6,UP,6,0.8333,0.5,0.5,6.1177,5.9242,0.344,0.1667,RANGE
2026-07-01,C2_Top5,UP,5,0.8,0.2,0.2,1.6101,2.3198,0.3734,0.2,RANGE
2026-07-01,C2_Top6,UP,6,0.8333,0.3333,0.3333,2.2239,2.7979,0.2198,0.1667,RANGE
2026-07-01,C3_Top5,UP,5,0.8,0.8,0.6,7.4828,6.7336,0.546,0.2,RANGE
2026-07-01,C4_Top5,UP,5,1.0,0.6,0.6,6.1177,6.6513,0.0298,0.0,RANGE
2026-07-01,C5_Top5,UP,5,0.8,0.2,0.2,1.6101,2.3198,0.3734,0.2,RANGE
2026-07-01,Random_5,UP,5,0.4,0.4,0.4,11.4951,4.8485,1.0027,0.2,RANGE
2026-07-01,V3_20,DOWN,20,0.15,0.0,0.0,0.9245,0.2661,2.7904,0.55,RANGE
2026-07-01,A_V3_Top5,DOWN,5,0.0,0.0,0.0,,0.3717,3.4587,0.6,RANGE
2026-07-01,A_V3_Top6,DOWN,6,0.0,0.0,0.0,,0.3656,3.1467,0.5,RANGE
2026-07-01,C1_Top5,DOWN,5,0.4,0.0,0.0,1.2284,1.061,1.8075,0.2,RANGE
2026-07-01,C1_Top6,DOWN,6,0.3333,0.0,0.0,1.2284,1.0917,2.0243,0.3333,RANGE
2026-07-01,C2_Top5,DOWN,5,0.4,0.0,0.0,1.2284,1.061,1.8075,0.2,RANGE
2026-07-01,C2_Top6,DOWN,6,0.3333,0.0,0.0,1.2284,1.0917,2.0243,0.3333,RANGE
2026-07-01,C3_Top5,DOWN,5,0.0,0.0,0.0,,0.3717,3.4587,0.6,RANGE
2026-07-01,C4_Top5,DOWN,5,0.4,0.0,0.0,1.2284,1.061,1.8075,0.2,RANGE
2026-07-01,C5_Top5,DOWN,5,0.4,0.0,0.0,1.2284,1.061,1.8075,0.2,RANGE
2026-07-01,Random_5,DOWN,5,0.0,0.0,0.0,,0.083,3.1043,0.6,RANGE
2026-07-02,V3_20,UP,20,0.5,0.2,0.1,2.3929,2.5387,1.2239,0.15,RANGE
2026-07-02,A_V3_Top5,UP,5,0.8,0.6,0.4,4.1822,5.1434,0.8911,0.0,RANGE
2026-07-02,A_V3_Top6,UP,6,0.6667,0.5,0.3333,4.1822,4.5331,1.0045,0.0,RANGE
2026-07-02,C1_Top5,UP,5,0.6,0.4,0.4,4.7014,4.7758,1.0347,0.0,RANGE
2026-07-02,C1_Top6,UP,6,0.6667,0.3333,0.3333,3.7713,4.2685,0.8552,0.0,RANGE
2026-07-02,C2_Top5,UP,5,0.6,0.4,0.4,4.7616,4.9921,1.1217,0.2,RANGE
2026-07-02,C2_Top6,UP,6,0.6667,0.3333,0.3333,3.6936,4.595,0.9482,0.1667,RANGE
2026-07-02,C3_Top5,UP,5,0.8,0.6,0.4,4.1822,5.1434,0.8911,0.0,RANGE
2026-07-02,C4_Top5,UP,5,0.6,0.4,0.4,4.7014,4.7758,1.0347,0.0,RANGE
2026-07-02,C5_Top5,UP,5,0.6,0.4,0.4,4.7616,4.9921,1.1217,0.2,RANGE
2026-07-02,Random_5,UP,5,0.4,0.2,0.2,1.8364,2.3372,2.1193,0.2,RANGE
2026-07-02,V3_20,DOWN,20,0.4,0.0,0.0,0.9563,0.6821,2.5515,0.55,RANGE
2026-07-02,A_V3_Top5,DOWN,5,0.2,0.0,0.0,0.0268,0.1186,3.6121,0.8,RANGE
2026-07-02,A_V3_Top6,DOWN,6,0.1667,0.0,0.0,0.0268,-0.1187,3.6847,0.8333,RANGE
2026-07-02,C1_Top5,DOWN,5,0.4,0.0,0.0,1.2281,1.8043,2.3289,0.6,RANGE
2026-07-02,C1_Top6,DOWN,6,0.5,0.0,0.0,1.3571,1.8828,2.1987,0.5,RANGE
2026-07-02,C2_Top5,DOWN,5,0.4,0.0,0.0,1.4547,1.9641,2.4986,0.6,RANGE
2026-07-02,C2_Top6,DOWN,6,0.3333,0.0,0.0,1.4547,1.7126,2.5266,0.6667,RANGE
2026-07-02,C3_Top5,DOWN,5,0.2,0.0,0.0,0.0268,0.9672,3.5868,0.8,RANGE
2026-07-02,C4_Top5,DOWN,5,0.4,0.0,0.0,1.2281,1.8043,2.3289,0.6,RANGE
2026-07-02,C5_Top5,DOWN,5,0.4,0.0,0.0,1.4547,1.9641,2.4986,0.6,RANGE
2026-07-02,Random_5,DOWN,5,0.4,0.0,0.0,1.0442,0.4413,2.2619,0.6,RANGE
2026-07-03,V3_20,UP,20,0.35,0.15,0.0,1.3504,1.3137,1.9438,0.25,RANGE
2026-07-03,A_V3_Top5,UP,5,0.4,0.0,0.0,0.623,1.0076,4.0572,0.6,RANGE
2026-07-03,A_V3_Top6,UP,6,0.3333,0.0,0.0,0.623,0.8863,3.7228,0.5,RANGE
2026-07-03,C1_Top5,UP,5,0.4,0.2,0.0,1.7196,1.5496,1.0692,0.2,RANGE
2026-07-03,C1_Top6,UP,6,0.5,0.3333,0.0,1.8558,1.7959,0.902,0.1667,RANGE
2026-07-03,C2_Top5,UP,5,0.6,0.6,0.0,2.3598,2.2502,0.3912,0.0,RANGE
2026-07-03,C2_Top6,UP,6,0.5,0.5,0.0,2.3598,1.997,0.7644,0.1667,RANGE
2026-07-03,C3_Top5,UP,5,0.4,0.0,0.0,0.623,1.0076,4.0572,0.6,RANGE
2026-07-03,C4_Top5,UP,5,0.4,0.2,0.0,1.7196,1.5496,1.0692,0.2,RANGE
2026-07-03,C5_Top5,UP,5,0.6,0.6,0.0,2.3598,2.2502,0.3912,0.0,RANGE
2026-07-03,Random_5,UP,5,0.6,0.0,0.0,0.4821,1.0675,2.1553,0.2,RANGE
2026-07-03,V3_20,DOWN,20,0.6,0.0,0.0,0.7989,1.5635,1.7626,0.35,RANGE
2026-07-03,A_V3_Top5,DOWN,5,0.4,0.0,0.0,0.6329,1.337,1.765,0.4,RANGE
2026-07-03,A_V3_Top6,DOWN,6,0.3333,0.0,0.0,0.6329,1.9474,2.304,0.5,RANGE
2026-07-03,C1_Top5,DOWN,5,0.4,0.0,0.0,0.9046,2.8724,2.5008,0.6,RANGE
2026-07-03,C1_Top6,DOWN,6,0.3333,0.0,0.0,0.9046,2.4199,2.3914,0.6667,RANGE
2026-07-03,C2_Top5,DOWN,5,0.4,0.0,0.0,0.4576,2.8602,2.5511,0.6,RANGE
2026-07-03,C2_Top6,DOWN,6,0.5,0.0,0.0,0.6882,2.6194,2.1703,0.5,RANGE
2026-07-03,C3_Top5,DOWN,5,0.4,0.0,0.0,0.6329,1.337,1.765,0.4,RANGE
2026-07-03,C4_Top5,DOWN,5,0.4,0.0,0.0,0.9046,2.8724,2.5008,0.6,RANGE
2026-07-03,C5_Top5,DOWN,5,0.4,0.0,0.0,0.4576,2.8602,2.5511,0.6,RANGE
2026-07-03,Random_5,DOWN,5,0.4,0.0,0.0,0.1778,1.5985,2.1357,0.6,RANGE
2026-07-06,V3_20,UP,20,0.4,0.05,0.05,1.1994,1.5907,2.2414,0.4,RANGE
2026-07-06,A_V3_Top5,UP,5,0.2,0.0,0.0,0.9186,0.8662,3.4697,0.8,RANGE
2026-07-06,A_V3_Top6,UP,6,0.3333,0.0,0.0,1.3281,1.144,2.9612,0.6667,RANGE
2026-07-06,C1_Top5,UP,5,0.4,0.2,0.2,2.6607,1.8558,1.0342,0.2,RANGE
2026-07-06,C1_Top6,UP,6,0.5,0.1667,0.1667,2.08,2.0586,1.0475,0.1667,RANGE
2026-07-06,C2_Top5,UP,5,0.4,0.2,0.2,2.6607,1.8558,1.0342,0.2,RANGE
2026-07-06,C2_Top6,UP,6,0.3333,0.1667,0.1667,2.6607,1.6962,1.8226,0.3333,RANGE
2026-07-06,C3_Top5,UP,5,0.2,0.0,0.0,0.9186,0.8662,3.4697,0.8,RANGE
2026-07-06,C4_Top5,UP,5,0.4,0.2,0.2,2.6607,1.8558,1.0342,0.2,RANGE
2026-07-06,C5_Top5,UP,5,0.4,0.2,0.2,2.6607,1.8558,1.0342,0.2,RANGE
2026-07-06,Random_5,UP,5,0.2,0.0,0.0,1.2329,1.2544,3.0447,0.4,RANGE
2026-07-06,V3_20,DOWN,20,0.55,0.2,0.05,1.8269,1.7562,1.0524,0.2,RANGE
2026-07-06,A_V3_Top5,DOWN,5,0.6,0.4,0.2,3.1413,2.2219,0.362,0.0,RANGE
2026-07-06,A_V3_Top6,DOWN,6,0.5,0.3333,0.1667,3.1413,2.1647,0.6717,0.1667,RANGE
2026-07-06,C1_Top5,DOWN,5,0.4,0.2,0.2,2.9855,1.8127,1.726,0.6,RANGE
2026-07-06,C1_Top6,DOWN,6,0.5,0.3333,0.1667,2.6935,1.9764,1.3655,0.5,RANGE
2026-07-06,C2_Top5,DOWN,5,0.6,0.4,0.2,2.6935,1.9959,1.1945,0.4,RANGE
2026-07-06,C2_Top6,DOWN,6,0.5,0.3333,0.1667,2.6935,1.9764,1.3655,0.5,RANGE
2026-07-06,C3_Top5,DOWN,5,0.6,0.4,0.2,3.1413,2.2219,0.362,0.0,RANGE
2026-07-06,C4_Top5,DOWN,5,0.4,0.2,0.2,2.9855,1.8127,1.726,0.6,RANGE
2026-07-06,C5_Top5,DOWN,5,0.6,0.4,0.2,2.6935,1.9959,1.1945,0.4,RANGE
2026-07-06,Random_5,DOWN,5,0.4,0.2,0.0,2.2551,1.3746,1.1541,0.0,RANGE
2026-07-07,V3_20,UP,20,0.1,0.0,0.0,0.9793,0.8562,3.0097,0.7,BULL
2026-07-07,A_V3_Top5,UP,5,0.4,0.0,0.0,0.9793,1.3963,2.8985,0.6,BULL
2026-07-07,A_V3_Top6,UP,6,0.3333,0.0,0.0,0.9793,1.2864,2.5305,0.5,BULL
2026-07-07,C1_Top5,UP,5,0.2,0.0,0.0,1.6861,1.5682,1.3277,0.4,BULL
2026-07-07,C1_Top6,UP,6,0.1667,0.0,0.0,1.6861,1.4796,1.3448,0.3333,BULL
2026-07-07,C2_Top5,UP,5,0.2,0.0,0.0,1.6861,1.522,1.6704,0.4,BULL
2026-07-07,C2_Top6,UP,6,0.1667,0.0,0.0,1.6861,1.4092,1.6814,0.3333,BULL
2026-07-07,C3_Top5,UP,5,0.4,0.0,0.0,0.9793,1.3963,2.8985,0.6,BULL
2026-07-07,C4_Top5,UP,5,0.2,0.0,0.0,1.6861,1.5682,1.3277,0.4,BULL
2026-07-07,C5_Top5,UP,5,0.2,0.0,0.0,1.6861,1.522,1.6704,0.4,BULL
2026-07-07,Random_5,UP,5,0.4,0.0,0.0,0.9793,1.815,2.562,0.6,BULL
2026-07-07,V3_20,DOWN,20,0.95,0.5,0.1,2.0288,2.7057,0.9938,0.05,BULL
2026-07-07,A_V3_Top5,DOWN,5,1.0,0.4,0.2,2.2772,2.8582,0.6986,0.0,BULL
2026-07-07,A_V3_Top6,DOWN,6,1.0,0.5,0.1667,2.3593,3.0432,0.9048,0.0,BULL
2026-07-07,C1_Top5,DOWN,5,1.0,0.6,0.2,2.7394,3.286,-0.0039,0.0,BULL
2026-07-07,C1_Top6,DOWN,6,1.0,0.5,0.1667,2.2997,2.9771,0.1235,0.0,BULL
2026-07-07,C2_Top5,DOWN,5,1.0,1.0,0.4,3.224,3.5941,-0.8041,0.0,BULL
2026-07-07,C2_Top6,DOWN,6,1.0,1.0,0.3333,3.1583,3.5568,-0.7841,0.0,BULL
2026-07-07,C3_Top5,DOWN,5,1.0,0.4,0.2,2.2772,2.8582,0.6986,0.0,BULL
2026-07-07,C4_Top5,DOWN,5,1.0,0.6,0.2,2.7394,3.286,-0.0039,0.0,BULL
2026-07-07,C5_Top5,DOWN,5,1.0,1.0,0.4,3.224,3.5941,-0.8041,0.0,BULL
2026-07-07,Random_5,DOWN,5,1.0,0.6,0.0,1.9583,2.6599,0.0826,0.0,BULL
2026-07-08,V3_20,UP,20,0.7,0.3,0.2,3.1275,3.1057,0.9673,0.1,RANGE
2026-07-08,A_V3_Top5,UP,5,0.8,0.4,0.4,3.3241,3.8106,0.6043,0.2,RANGE
2026-07-08,A_V3_Top6,UP,6,0.8333,0.3333,0.3333,2.9669,3.5951,0.5614,0.1667,RANGE
2026-07-08,C1_Top5,UP,5,0.8,0.4,0.2,2.4707,2.8153,0.5692,0.2,RANGE
2026-07-08,C1_Top6,UP,6,0.8333,0.5,0.3333,2.578,3.0834,0.4352,0.1667,RANGE
2026-07-08,C2_Top5,UP,5,1.0,0.6,0.4,2.578,3.3436,-0.0263,0.0,RANGE
2026-07-08,C2_Top6,UP,6,0.8333,0.5,0.3333,2.578,3.0834,0.4352,0.1667,RANGE
2026-07-08,C3_Top5,UP,5,0.8,0.4,0.4,3.3241,3.8106,0.6043,0.2,RANGE
2026-07-08,C4_Top5,UP,5,0.8,0.4,0.2,2.4707,2.8153,0.5692,0.2,RANGE
2026-07-08,C5_Top5,UP,5,1.0,0.6,0.4,2.578,3.3436,-0.0263,0.0,RANGE
2026-07-08,Random_5,UP,5,0.4,0.0,0.0,1.4017,1.3932,1.8988,0.4,RANGE
2026-07-08,V3_20,DOWN,20,0.15,0.0,0.0,1.3965,0.7897,2.3845,0.65,RANGE
2026-07-08,A_V3_Top5,DOWN,5,0.2,0.0,0.0,1.9317,1.9504,2.5504,0.6,RANGE
2026-07-08,A_V3_Top6,DOWN,6,0.1667,0.0,0.0,1.9317,1.7024,2.5401,0.6667,RANGE
2026-07-08,C1_Top5,DOWN,5,0.0,0.0,0.0,,1.2271,3.0879,0.6,RANGE
2026-07-08,C1_Top6,DOWN,6,0.0,0.0,0.0,,1.0161,2.9738,0.6667,RANGE
2026-07-08,C2_Top5,DOWN,5,0.0,0.0,0.0,,1.3524,3.3013,0.8,RANGE
2026-07-08,C2_Top6,DOWN,6,0.0,0.0,0.0,,1.1373,3.1389,0.8333,RANGE
2026-07-08,C3_Top5,DOWN,5,0.2,0.0,0.0,1.9317,1.9504,2.5504,0.6,RANGE
2026-07-08,C4_Top5,DOWN,5,0.0,0.0,0.0,,1.2271,3.0879,0.6,RANGE
2026-07-08,C5_Top5,DOWN,5,0.0,0.0,0.0,,1.3524,3.3013,0.8,RANGE
2026-07-08,Random_5,DOWN,5,0.0,0.0,0.0,,0.1654,2.4726,0.8,RANGE
2026-07-09,V3_20,UP,20,0.95,0.35,0.2,2.1958,3.6369,-0.2037,0.0,RANGE
2026-07-09,A_V3_Top5,UP,5,1.0,0.4,0.4,2.8121,4.7019,-0.1106,0.0,RANGE
2026-07-09,A_V3_Top6,UP,6,1.0,0.3333,0.3333,2.4547,4.2523,-0.0235,0.0,RANGE
2026-07-09,C1_Top5,UP,5,1.0,0.4,0.4,2.8121,4.7019,-0.1106,0.0,RANGE
2026-07-09,C1_Top6,UP,6,1.0,0.3333,0.3333,2.4547,4.2523,-0.0235,0.0,RANGE
2026-07-09,C2_Top5,UP,5,1.0,0.4,0.4,3.2079,5.0782,-0.7553,0.0,RANGE
2026-07-09,C2_Top6,UP,6,1.0,0.5,0.5,3.5065,5.0651,-0.8815,0.0,RANGE
2026-07-09,C3_Top5,UP,5,1.0,0.4,0.4,3.0149,4.9919,-0.1231,0.0,RANGE
2026-07-09,C4_Top5,UP,5,1.0,0.4,0.4,2.8121,4.7019,-0.1106,0.0,RANGE
2026-07-09,C5_Top5,UP,5,1.0,0.4,0.4,3.2079,5.0782,-0.7553,0.0,RANGE
2026-07-09,Random_5,UP,5,0.8,0.8,0.6,5.2285,5.1674,-0.1944,0.0,RANGE
2026-07-09,V3_20,DOWN,20,0.15,0.05,0.05,2.0941,0.3503,3.4145,0.65,RANGE
2026-07-09,A_V3_Top5,DOWN,5,0.4,0.2,0.2,2.4944,1.1342,4.1389,0.4,RANGE
2026-07-09,A_V3_Top6,DOWN,6,0.3333,0.1667,0.1667,2.4944,1.0631,4.3121,0.5,RANGE
2026-07-09,C1_Top5,DOWN,5,0.4,0.2,0.2,2.4944,1.3934,1.6678,0.4,RANGE
2026-07-09,C1_Top6,DOWN,6,0.3333,0.1667,0.1667,2.4944,0.9451,3.9379,0.5,RANGE
2026-07-09,C2_Top5,DOWN,5,0.4,0.2,0.2,2.4944,1.4167,1.7184,0.4,RANGE
2026-07-09,C2_Top6,DOWN,6,0.3333,0.1667,0.1667,2.4944,1.1356,1.9083,0.5,RANGE
2026-07-09,C3_Top5,DOWN,5,0.4,0.2,0.2,2.4944,1.1342,4.1389,0.4,RANGE
2026-07-09,C4_Top5,DOWN,5,0.4,0.2,0.2,2.4944,1.3934,1.6678,0.4,RANGE
2026-07-09,C5_Top5,DOWN,5,0.4,0.2,0.2,2.4944,1.4167,1.7184,0.4,RANGE
2026-07-09,Random_5,DOWN,5,0.0,0.0,0.0,,-0.5205,6.6487,1.0,RANGE
2026-07-10,V3_20,UP,20,0.7,0.25,0.15,2.3994,3.1987,1.6855,0.2,RANGE
2026-07-10,A_V3_Top5,UP,5,1.0,0.6,0.6,4.5273,7.5741,1.1173,0.0,RANGE
2026-07-10,A_V3_Top6,UP,6,1.0,0.5,0.5,3.8482,6.5826,1.145,0.0,RANGE
2026-07-10,C1_Top5,UP,5,0.6,0.0,0.0,0.8723,2.8805,1.9254,0.2,RANGE
2026-07-10,C1_Top6,UP,6,0.5,0.0,0.0,0.8723,2.5315,1.9342,0.3333,RANGE
2026-07-10,C2_Top5,UP,5,0.6,0.0,0.0,0.7988,2.6634,2.12,0.2,RANGE
2026-07-10,C2_Top6,UP,6,0.6667,0.0,0.0,0.8625,2.5511,1.9558,0.1667,RANGE
2026-07-10,C3_Top5,UP,5,1.0,0.6,0.6,4.5273,7.5741,1.1173,0.0,RANGE
2026-07-10,C4_Top5,UP,5,0.6,0.0,0.0,0.8723,2.8805,1.9254,0.2,RANGE
2026-07-10,C5_Top5,UP,5,0.6,0.0,0.0,0.7988,2.6634,2.12,0.2,RANGE
2026-07-10,Random_5,UP,5,0.8,0.6,0.4,3.8142,5.2015,2.0523,0.2,RANGE
2026-07-10,V3_20,DOWN,20,0.55,0.05,0.0,1.0319,1.853,1.2267,0.3,RANGE
2026-07-10,A_V3_Top5,DOWN,5,0.2,0.0,0.0,0.7876,1.4611,3.4645,0.8,RANGE
2026-07-10,A_V3_Top6,DOWN,6,0.1667,0.0,0.0,0.7876,1.4891,3.1262,0.6667,RANGE
2026-07-10,C1_Top5,DOWN,5,0.4,0.0,0.0,0.9932,2.4568,2.2466,0.4,RANGE
2026-07-10,C1_Top6,DOWN,6,0.3333,0.0,0.0,0.9932,2.4799,2.0158,0.3333,RANGE
2026-07-10,C2_Top5,DOWN,5,0.4,0.0,0.0,0.9932,2.5017,0.8857,0.4,RANGE
2026-07-10,C2_Top6,DOWN,6,0.5,0.0,0.0,1.2635,2.714,0.6226,0.3333,RANGE
2026-07-10,C3_Top5,DOWN,5,0.2,0.0,0.0,0.7876,1.8669,2.6458,0.6,RANGE
2026-07-10,C4_Top5,DOWN,5,0.4,0.0,0.0,0.9932,2.4568,2.2466,0.4,RANGE
2026-07-10,C5_Top5,DOWN,5,0.4,0.0,0.0,0.9932,2.5017,0.8857,0.4,RANGE
2026-07-10,Random_5,DOWN,5,0.6,0.0,0.0,0.6883,1.9082,1.4345,0.2,RANGE
2026-07-13,V3_20,UP,20,0.25,0.1,0.05,1.6266,1.5384,2.2282,0.45,RANGE
2026-07-13,A_V3_Top5,UP,5,0.4,0.4,0.2,3.226,3.1901,1.7301,0.4,RANGE
